index,Unnamed: 0,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.input_task0,Input.input_task1,Input.input_task2,Input.input_task3,Input.input_task4,Input.input_task5,Input.input_task6,Input.input_task7,Input.input_task8,Input.input_task9,Input.input_task10,Input.input_task11,Input.input_task12,Input.input_task13,Input.input_task14,Input.input_task15,Input.input_task16,Input.input_task17,Input.input_task18,Input.input_task19,Input.input_task20,Input.input_task21,Input.input_task22,Input.input_task23,Input.input_task24,Input.input_task25,Input.input_task26,Input.input_task27,Input.input_task28,Input.input_task29,Input.input_task30,Input.input_task31,Input.input_task32,Input.input_task33,Input.input_task34,Input.input_task35,Input.input_task36,Input.input_task37,Input.input_task38,Input.input_task39,Input.input_task40,Input.input_task41,Input.input_task42,Input.input_task43,Input.input_task44,Input.input_task45,Input.input_task46,Input.input_task47,Input.input_task48,Input.input_task49,Answer.aapi.on,Answer.age,Answer.black.on,Answer.city,Answer.disability.dis-no,Answer.disability.dis-undisclosed,Answer.disability.dis-yes,Answer.gender.female,Answer.gender.gender-other,Answer.gender.male,Answer.gender.nb,Answer.hisp.on,Answer.household-members,Answer.income.income-1,Answer.income.income-2,Answer.income.income-3,Answer.income.income-4,Answer.income.income-5,Answer.income.income-6,Answer.income.income-7,Answer.native.on,Answer.occupation,Answer.q1.q1-no,Answer.q1.q1-yes,Answer.q2.q2-no,Answer.q2.q2-yes,Answer.q3.q3-no,Answer.q3.q3-yes,Answer.q4.q4-no,Answer.q4.q4-yes,Answer.q5.q5-no,Answer.q5.q5-yes,Answer.race-other.on,Answer.repeat-task10,Answer.repeat-task16,Answer.repeat-task25,Answer.repeat-task43,Answer.state,Answer.task0,Answer.task1,Answer.task10,Answer.task11,Answer.task12,Answer.task13,Answer.task14,Answer.task15,Answer.task16,Answer.task17,Answer.task18,Answer.task19,Answer.task2,Answer.task20,Answer.task21,Answer.task22,Answer.task23,Answer.task24,Answer.task25,Answer.task26,Answer.task27,Answer.task28,Answer.task29,Answer.task3,Answer.task30,Answer.task31,Answer.task32,Answer.task33,Answer.task34,Answer.task35,Answer.task36,Answer.task37,Answer.task38,Answer.task39,Answer.task4,Answer.task40,Answer.task41,Answer.task42,Answer.task43,Answer.task44,Answer.task45,Answer.task46,Answer.task47,Answer.task48,Answer.task49,Answer.task5,Answer.task6,Answer.task7,Answer.task8,Answer.task9,Answer.white.on,Approve,Reject,Answer.income.income-10,Answer.income.income-11,Answer.income.income-12,Answer.income.income-13,Answer.income.income-14,Answer.income.income-8,Answer.income.income-9
143,143,3LG268AV4ENXZDL4LVVNMET4GS7RE5,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,354P56DE9RKREX414FMOUX27Q1VS7Z,A6JUD4NCQCDWG,Approved,Fri Feb 11 03:47:18 PST 2022,Fri Feb 11 03:56:49 PST 2022,Mon Feb 14 03:56:49 PST 2022,Mon Feb 14 03:57:08 PST 2022,,,571,100% (1/1),100% (1/1),100% (1/1),make the workplace exciting,make a fondant bow,make onion dip,buy a bulletproof vest,make pani popo,make habanero pepper mash,clean a keyboard,make a bouquet,make poultry seasoning,prepare your garden for winter,make doughnuts,outfit a basic toolbox,make lasagna,clean dentures with vinegar,set up a hamster cage,make biscuits,make chocolate babka,cook parsnips,make a cucumber cream cheese sandwich,cook centipedes,make pozole,hang a bike on the wall,make tater tot hotdish,polish rocks,make rice and peas,make bacon topped ice cream,make limeade,make a sundae,cook fiddleheads,buy organic insecticides,jack up a car,clean conch shells,buy houseplants,buy ice skates,cook collard greens,make stewed feijoas,cook a brisket,buy baby wipes,clean white marble,clean a sponge,clean fur,clean baseboards,make vegetable fritters,roast meat,stock a bar cart,make baby gift baskets,make fruit punch,store firewood,buy softball gloves,make apple pandowdy,False,35,False,Brookpark,True,False,False,False,False,True,False,False,2,False,False,False,False,False,False,False,False,Office Manager,False,True,False,True,True,False,True,False,False,True,False,8,3,2,5,oh,7,2,8,10,9,2,4,6,3,2,2,1,2,1,2,3,3,7,2,2,5,1,1,2,8,5,8,2,2,1,7,2,1,7,2,3,10,2,8,1,2,8,9,2,1,2,9,10,8,10,True,x,,False,False,False,False,False,False,True
144,144,3DFYDSXB32HXQLZD3Q1JO5TGSZ7JUM,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3GNA64GUZLL0EDB5OIIM1D9AH68Q5K,A11EL5LWS2L1HX,Approved,Fri Feb 11 02:53:14 PST 2022,Fri Feb 11 02:58:48 PST 2022,Mon Feb 14 02:58:48 PST 2022,Mon Feb 14 02:59:07 PST 2022,,,334,100% (4/4),100% (4/4),100% (4/4),buy vegetables,make gyudon,make a pinboard from unwanted polystyrene,clean a kitchen faucet,buy a cantaloupe,clean kitchen appliances,make traditional navajo frybread,prepare a cake pan,cook quail,freeze cheese,make a basic consommé,make oatcakes,clean and disinfect ice trays,make curry rice,make banana loaf,cook wild rice,cook red peppers,turn off a normal school calculator,make fufu,make norwegian berlinerkranzer,boil water in the microwave,cook mustard greens,make jigarthanda,buy jicama,cook black pudding,cook bulgur,clean a gravestone,make a veggie melt,buy a badminton racket,make salsa,clean your rusty garden tools,make bok choy slaw,remove a wall mirror,shut off utilities in your old home,make lemonade,clean a chicken coop,make crab dip,make vegetable pie,make rose centerpieces,buy preschool toys,make raspberry coulis,clean your cleaning supplies,cook plums,make tahini,buy loose leaf tea,clean the outside of a house,make shiruko,make a small vegetable garden,make a blended iced cappuccino,clean a whiteboard,False,22,False,Columbus,False,True,False,False,False,True,False,False,3,False,False,True,False,False,False,False,False,Digital Assistant,True,False,True,False,True,False,True,False,True,False,False,10,8,10,8,oh,9,9,9,10,8,9,9,9,9,4,8,8,3,9,10,7,7,7,9,2,8,8,10,8,5,7,3,6,8,3,10,8,8,1,9,6,8,7,7,7,10,7,9,10,7,9,8,9,9,7,True,x,,False,False,False,False,False,False,False
145,145,3DFYDSXB32HXQLZD3Q1JO5TGSZ7JUM,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,34QN5IT0T68VD2P85IVAYRSJ6S808V,A1OIIHLOC90XCH,Approved,Fri Feb 11 02:29:09 PST 2022,Fri Feb 11 02:39:41 PST 2022,Mon Feb 14 02:39:41 PST 2022,Mon Feb 14 02:40:07 PST 2022,,,632,100% (1/1),100% (1/1),100% (1/1),buy vegetables,make gyudon,make a pinboard from unwanted polystyrene,clean a kitchen faucet,buy a cantaloupe,clean kitchen appliances,make traditional navajo frybread,prepare a cake pan,cook quail,freeze cheese,make a basic consommé,make oatcakes,clean and disinfect ice trays,make curry rice,make banana loaf,cook wild rice,cook red peppers,turn off a normal school calculator,make fufu,make norwegian berlinerkranzer,boil water in the microwave,cook mustard greens,make jigarthanda,buy jicama,cook black pudding,cook bulgur,clean a gravestone,make a veggie melt,buy a badminton racket,make salsa,clean your rusty garden tools,make bok choy slaw,remove a wall mirror,shut off utilities in your old home,make lemonade,clean a chicken coop,make crab dip,make vegetable pie,make rose centerpieces,buy preschool toys,make raspberry coulis,clean your cleaning supplies,cook plums,make tahini,buy loose leaf tea,clean the outside of a house,make shiruko,make a small vegetable garden,make a blended iced cappuccino,clean a whiteboard,False,48,False,Iuka,True,False,False,True,False,False,False,False,2,False,False,False,False,False,False,False,False,Nurse,False,True,False,True,True,False,True,False,True,False,False,2,2,2,2,ms,2,2,2,2,8,2,2,2,2,9,2,2,3,2,2,2,2,2,2,9,2,5,2,9,9,2,6,5,2,8,2,2,6,6,2,2,9,2,2,2,8,3,8,2,9,9,2,2,2,2,True,x,,True,False,False,False,False,False,False
146,146,3DFYDSXB32HXQLZD3Q1JO5TGSZ7JUM,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3NAPMVF0Z3WY9YN3A07I3FP3S5T27Z,A2BZLECTSEKH1P,Approved,Thu Feb 10 23:07:21 PST 2022,Thu Feb 10 23:23:22 PST 2022,Sun Feb 13 23:23:22 PST 2022,Sun Feb 13 23:24:06 PST 2022,,,961,100% (20/20),100% (20/20),100% (20/20),buy vegetables,make gyudon,make a pinboard from unwanted polystyrene,clean a kitchen faucet,buy a cantaloupe,clean kitchen appliances,make traditional navajo frybread,prepare a cake pan,cook quail,freeze cheese,make a basic consommé,make oatcakes,clean and disinfect ice trays,make curry rice,make banana loaf,cook wild rice,cook red peppers,turn off a normal school calculator,make fufu,make norwegian berlinerkranzer,boil water in the microwave,cook mustard greens,make jigarthanda,buy jicama,cook black pudding,cook bulgur,clean a gravestone,make a veggie melt,buy a badminton racket,make salsa,clean your rusty garden tools,make bok choy slaw,remove a wall mirror,shut off utilities in your old home,make lemonade,clean a chicken coop,make crab dip,make vegetable pie,make rose centerpieces,buy preschool toys,make raspberry coulis,clean your cleaning supplies,cook plums,make tahini,buy loose leaf tea,clean the outside of a house,make shiruko,make a small vegetable garden,make a blended iced cappuccino,clean a whiteboard,False,31,True,ST LOUIS,True,False,False,True,False,False,False,False,4,False,False,False,False,False,False,False,False,Marketing executive,True,False,True,False,False,True,False,True,False,True,False,5,9,4,2,mn,10,4,6,9,10,8,10,9,9,7,5,8,4,7,10,2,3,6,2,3,10,9,5,10,9,2,8,10,9,10,3,10,10,10,6,8,10,5,6,8,10,2,10,8,8,9,8,10,7,10,False,x,,False,True,False,False,False,False,False
147,147,3DFYDSXB32HXQLZD3Q1JO5TGSZ7JUM,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,36H9ULYP69BBUN0HZ4BMQOO1S5LJFW,A2IGDSINNQCRHJ,Approved,Fri Feb 11 01:49:17 PST 2022,Fri Feb 11 02:01:30 PST 2022,Mon Feb 14 02:01:30 PST 2022,Mon Feb 14 02:02:06 PST 2022,,,733,100% (20/20),100% (20/20),100% (20/20),buy vegetables,make gyudon,make a pinboard from unwanted polystyrene,clean a kitchen faucet,buy a cantaloupe,clean kitchen appliances,make traditional navajo frybread,prepare a cake pan,cook quail,freeze cheese,make a basic consommé,make oatcakes,clean and disinfect ice trays,make curry rice,make banana loaf,cook wild rice,cook red peppers,turn off a normal school calculator,make fufu,make norwegian berlinerkranzer,boil water in the microwave,cook mustard greens,make jigarthanda,buy jicama,cook black pudding,cook bulgur,clean a gravestone,make a veggie melt,buy a badminton racket,make salsa,clean your rusty garden tools,make bok choy slaw,remove a wall mirror,shut off utilities in your old home,make lemonade,clean a chicken coop,make crab dip,make vegetable pie,make rose centerpieces,buy preschool toys,make raspberry coulis,clean your cleaning supplies,cook plums,make tahini,buy loose leaf tea,clean the outside of a house,make shiruko,make a small vegetable garden,make a blended iced cappuccino,clean a whiteboard,False,42,True,usa,False,False,True,False,False,True,False,False,4,False,False,False,False,True,False,False,False,marketing,False,True,False,True,False,True,False,True,False,True,False,10,10,10,10,ny,10,10,10,10,6,10,10,10,8,7,8,9,10,6,10,8,10,8,10,9,10,6,10,7,10,10,10,10,9,8,8,10,10,6,10,10,9,9,10,9,10,10,10,10,10,10,10,10,10,10,False,x,,False,False,False,False,False,False,False
148,148,3DFYDSXB32HXQLZD3Q1JO5TGSZ7JUM,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3WAKVUDHU3X7TAW5TKHO9YKVBWD7UN,A32W5S5JWI020D,Approved,Thu Feb 10 23:08:47 PST 2022,Thu Feb 10 23:45:31 PST 2022,Sun Feb 13 23:45:31 PST 2022,Sun Feb 13 23:46:06 PST 2022,,,2204,100% (1/1),100% (1/1),100% (1/1),buy vegetables,make gyudon,make a pinboard from unwanted polystyrene,clean a kitchen faucet,buy a cantaloupe,clean kitchen appliances,make traditional navajo frybread,prepare a cake pan,cook quail,freeze cheese,make a basic consommé,make oatcakes,clean and disinfect ice trays,make curry rice,make banana loaf,cook wild rice,cook red peppers,turn off a normal school calculator,make fufu,make norwegian berlinerkranzer,boil water in the microwave,cook mustard greens,make jigarthanda,buy jicama,cook black pudding,cook bulgur,clean a gravestone,make a veggie melt,buy a badminton racket,make salsa,clean your rusty garden tools,make bok choy slaw,remove a wall mirror,shut off utilities in your old home,make lemonade,clean a chicken coop,make crab dip,make vegetable pie,make rose centerpieces,buy preschool toys,make raspberry coulis,clean your cleaning supplies,cook plums,make tahini,buy loose leaf tea,clean the outside of a house,make shiruko,make a small vegetable garden,make a blended iced cappuccino,clean a whiteboard,False,52,False,St Charles,True,False,False,True,False,False,False,False,4,False,False,False,False,False,False,False,False,Software Engineer,True,False,False,True,False,True,False,True,False,True,False,5,5,6,5,mo,6,6,5,6,7,5,5,6,4,4,1,5,8,4,4,5,5,4,5,5,6,4,3,5,3,4,5,5,4,4,5,5,4,4,6,5,3,3,4,4,5,3,4,3,3,5,7,5,5,6,True,x,,False,False,False,False,False,False,True
149,149,3DFYDSXB32HXQLZD3Q1JO5TGSZ7JUM,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3AAJC4I4FN9HZ4RH0G5TTG4J49SJZV,A6KOTWP7N7RLU,Approved,Thu Feb 10 23:12:23 PST 2022,Thu Feb 10 23:18:40 PST 2022,Sun Feb 13 23:18:40 PST 2022,Sun Feb 13 23:19:06 PST 2022,,,377,100% (1/1),100% (1/1),100% (1/1),buy vegetables,make gyudon,make a pinboard from unwanted polystyrene,clean a kitchen faucet,buy a cantaloupe,clean kitchen appliances,make traditional navajo frybread,prepare a cake pan,cook quail,freeze cheese,make a basic consommé,make oatcakes,clean and disinfect ice trays,make curry rice,make banana loaf,cook wild rice,cook red peppers,turn off a normal school calculator,make fufu,make norwegian berlinerkranzer,boil water in the microwave,cook mustard greens,make jigarthanda,buy jicama,cook black pudding,cook bulgur,clean a gravestone,make a veggie melt,buy a badminton racket,make salsa,clean your rusty garden tools,make bok choy slaw,remove a wall mirror,shut off utilities in your old home,make lemonade,clean a chicken coop,make crab dip,make vegetable pie,make rose centerpieces,buy preschool toys,make raspberry coulis,clean your cleaning supplies,cook plums,make tahini,buy loose leaf tea,clean the outside of a house,make shiruko,make a small vegetable garden,make a blended iced cappuccino,clean a whiteboard,False,38,False,San Diego,True,False,False,False,False,True,False,False,1,False,False,False,False,True,False,False,False,Bookkeeping,True,False,True,False,True,False,True,False,False,True,False,3,7,2,2,ca,7,5,3,6,9,9,10,8,7,1,1,2,2,3,2,1,2,2,1,2,3,2,9,9,9,2,3,5,9,10,4,2,2,1,6,1,2,1,2,2,10,1,6,9,2,10,2,5,4,1,False,x,,False,False,False,False,False,False,False
150,150,3DFYDSXB32HXQLZD3Q1JO5TGSZ7JUM,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3Q5ZZ9ZEVVWU89B92O1MFMOANZR58R,AEOVYZ83Q3GX4,Approved,Thu Feb 10 23:15:12 PST 2022,Thu Feb 10 23:24:40 PST 2022,Sun Feb 13 23:24:40 PST 2022,Sun Feb 13 23:25:06 PST 2022,,,568,100% (1/1),100% (1/1),100% (1/1),buy vegetables,make gyudon,make a pinboard from unwanted polystyrene,clean a kitchen faucet,buy a cantaloupe,clean kitchen appliances,make traditional navajo frybread,prepare a cake pan,cook quail,freeze cheese,make a basic consommé,make oatcakes,clean and disinfect ice trays,make curry rice,make banana loaf,cook wild rice,cook red peppers,turn off a normal school calculator,make fufu,make norwegian berlinerkranzer,boil water in the microwave,cook mustard greens,make jigarthanda,buy jicama,cook black pudding,cook bulgur,clean a gravestone,make a veggie melt,buy a badminton racket,make salsa,clean your rusty garden tools,make bok choy slaw,remove a wall mirror,shut off utilities in your old home,make lemonade,clean a chicken coop,make crab dip,make vegetable pie,make rose centerpieces,buy preschool toys,make raspberry coulis,clean your cleaning supplies,cook plums,make tahini,buy loose leaf tea,clean the outside of a house,make shiruko,make a small vegetable garden,make a blended iced cappuccino,clean a whiteboard,False,33,False,Phoenix,True,False,False,False,False,True,False,False,2,False,False,False,False,False,False,False,False,sales,True,False,True,False,False,True,True,False,True,False,False,6,4,2,7,az,2,4,6,7,2,5,7,4,2,5,5,3,2,2,2,2,2,2,5,8,3,2,6,5,8,4,2,2,7,3,2,4,9,2,2,6,7,6,7,2,9,2,2,4,9,5,2,5,3,2,True,x,,True,False,False,False,False,False,False
151,151,3DFYDSXB32HXQLZD3Q1JO5TGSZ7JUM,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3IRIK4HM3H1S3G10OJRW9EYT9MV6CO,AIC2D8A9UQO8S,Approved,Fri Feb 11 00:09:56 PST 2022,Fri Feb 11 00:56:43 PST 2022,Mon Feb 14 00:56:43 PST 2022,Mon Feb 14 00:57:06 PST 2022,,,2807,100% (2/2),100% (2/2),100% (2/2),buy vegetables,make gyudon,make a pinboard from unwanted polystyrene,clean a kitchen faucet,buy a cantaloupe,clean kitchen appliances,make traditional navajo frybread,prepare a cake pan,cook quail,freeze cheese,make a basic consommé,make oatcakes,clean and disinfect ice trays,make curry rice,make banana loaf,cook wild rice,cook red peppers,turn off a normal school calculator,make fufu,make norwegian berlinerkranzer,boil water in the microwave,cook mustard greens,make jigarthanda,buy jicama,cook black pudding,cook bulgur,clean a gravestone,make a veggie melt,buy a badminton racket,make salsa,clean your rusty garden tools,make bok choy slaw,remove a wall mirror,shut off utilities in your old home,make lemonade,clean a chicken coop,make crab dip,make vegetable pie,make rose centerpieces,buy preschool toys,make raspberry coulis,clean your cleaning supplies,cook plums,make tahini,buy loose leaf tea,clean the outside of a house,make shiruko,make a small vegetable garden,make a blended iced cappuccino,clean a whiteboard,False,40,True,Brooklyn,True,False,False,False,False,True,False,False,3,False,False,False,False,False,False,False,False,Consultant,True,False,True,False,True,False,True,False,False,True,False,2,2,2,3,ny,2,2,2,4,10,7,10,10,2,2,4,4,2,2,5,2,2,7,2,2,8,2,10,10,10,5,2,10,10,8,10,8,5,2,5,10,5,2,3,5,10,2,5,10,5,10,5,2,3,2,False,x,,True,False,False,False,False,False,False
152,152,3DFYDSXB32HXQLZD3Q1JO5TGSZ7JUM,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3ZWFC4W1U1OSSBJU79KVSFAS2LSFRV,AWAW665TQQP2F,Approved,Thu Feb 10 23:10:05 PST 2022,Thu Feb 10 23:16:19 PST 2022,Sun Feb 13 23:16:19 PST 2022,Sun Feb 13 23:17:06 PST 2022,,,374,100% (1/1),100% (1/1),100% (1/1),buy vegetables,make gyudon,make a pinboard from unwanted polystyrene,clean a kitchen faucet,buy a cantaloupe,clean kitchen appliances,make traditional navajo frybread,prepare a cake pan,cook quail,freeze cheese,make a basic consommé,make oatcakes,clean and disinfect ice trays,make curry rice,make banana loaf,cook wild rice,cook red peppers,turn off a normal school calculator,make fufu,make norwegian berlinerkranzer,boil water in the microwave,cook mustard greens,make jigarthanda,buy jicama,cook black pudding,cook bulgur,clean a gravestone,make a veggie melt,buy a badminton racket,make salsa,clean your rusty garden tools,make bok choy slaw,remove a wall mirror,shut off utilities in your old home,make lemonade,clean a chicken coop,make crab dip,make vegetable pie,make rose centerpieces,buy preschool toys,make raspberry coulis,clean your cleaning supplies,cook plums,make tahini,buy loose leaf tea,clean the outside of a house,make shiruko,make a small vegetable garden,make a blended iced cappuccino,clean a whiteboard,False,39,False,Sioux City,False,False,True,True,False,False,False,False,4,False,False,False,False,False,False,False,False,Teacher,True,False,True,False,True,False,True,False,False,True,False,1,1,5,4,ne,1,10,2,2,7,2,2,2,2,8,2,6,10,8,2,9,2,3,2,9,1,5,1,6,9,1,5,8,1,9,1,2,9,10,1,1,7,1,2,7,9,1,6,4,10,7,2,2,1,5,True,x,,False,True,False,False,False,False,False
153,153,3U18MJKL203XNH9YWX8BN6ORUJ5CN9,30A2MGX2Z92DCHOHH78XXD576SNNVN,Survey on desirability of automated tasks (~10-12min),"What activities would you like done by a robot? Do NOT do multiple HITs from one batch. Do NOT do this survey if you are not willing to give anonymous demographic info (age, gender, race, etc.) Your data won't be sold and we will not know who you are.","survey, chores, activities, housework",$2.50,Thu Feb 10 23:07:14 PST 2022,9,BatchId:4667499;OriginalHitTemplateId:928390912;,3600,259200,Thu Feb 17 23:07:14 PST 2022,,,3DL65MZB8KWWGVUFU1AUL2Q6QKPCEL,A11EL5LWS2L1HX,Approved,Fri Feb 11 00:50:39 PST 2022,Fri Feb 11 00:56:50 PST 2022,Mon Feb 14 00:56:50 PST 2022,Mon Feb 14 00:57:06 PST 2022,,,371,100% (4/4),100% (4/4),100% (4/4),make tsukemono,clean couch cushions,buy fishing lures,cover a sofa,make lime water,buy a keyboard,cook peppers,make macaroons,clean invisalign,put a strap on a guitar,make king prawns with garlic,clean and polish seashells,roast vegetables,make dried blueberry muffin mix in a jar,fold a cloth napkin,make red beans and rice,clean a marble shower,make holy water an essential part of your home,store jerky,clean deer antlers,buy a collar for your cat,iron rayon,shop for discount perfumes,make a ham and cheese sandwich,cook chole,buy an HD monitor,clean skateboard bearings,make gnocchi alla puttanesca,store bobby pins,make a string pendant lamp,clean a suitcase,make tomato rice,make chelsea buns,make chia seed pudding,clean an iron,make fish and chips,clean a knife block,cook brazilian rice,make a BLT sandwich,buy solar panels,clean gold,make couscous with salmon and zucchini,setup a baby crib,make spiced pumpkin dip,cook authentic kashmiri dum aloo,store a kayak,fertilize plants,make a quick potato sandwich,make stew,clean up spilled egg,False,22,False,Columbus,False,True,False,False,False,True,False,False,3,False,False,False,False,False,False,False,False,Digital Assistant,True,False,True,False,True,False,True,False,True,False,False,7,4,8,8,oh,8,7,7,8,10,8,2,8,5,2,8,9,2,6,7,7,8,7,8,9,9,6,8,6,7,8,8,8,8,9,8,7,8,8,7,2,7,1,9,8,8,3,8,7,10,6,6,9,6,4,True,x,,True,False,False,False,False,False,False
